,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members
2340,2340,1556,kikoushi enma,"Demons, Ecchi, Fantasy, Horror, Magic, Seinen, Supernatural",OVA,4.0,7.29,11902.0
2341,2341,2901,kochira katsushikaku kameari kouenmae hashutsujo the movie,"Action, Comedy, Mystery, Police",Movie,1.0,7.29,786.0
2342,2342,5079,kurokami the animation,"Action, Martial Arts, Super Power",TV,23.0,7.29,72750.0
2343,2343,10456,kyoukaisenjou no horizon,"Action, Fantasy",TV,13.0,7.29,90977.0
2344,2344,1413,lupin iii alcatraz connection,"Action, Adventure, Comedy, Shounen",Special,1.0,7.29,3242.0
2345,2345,276,mahoromatic automatic maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12.0,7.29,36656.0
2346,2346,352,motto ojamajo doremi,"Comedy, Fantasy, Magic, Shoujo",TV,50.0,7.29,8760.0
2347,2347,6023,nogizaka haruka no himitsu purezza,"Comedy, Ecchi, Romance",TV,12.0,7.29,45161.0
2348,2348,2947,ojamajo doremi sharp movie,"Kids, Magic, Shoujo",Movie,1.0,7.29,2037.0
2349,2349,2108,rockman exe axess,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51.0,7.29,9025.0
2350,2350,1362,street fighter ii the movie,"Action, Martial Arts, Shounen",Movie,1.0,7.29,15421.0
2351,2351,1731,tales of symphonia the animation sylvarant hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4.0,7.29,35730.0
2352,2352,3593,utawarerumono ova,"Action, Comedy, Fantasy",OVA,3.0,7.29,13738.0
2353,2353,16742,watashi ga motenai no wa dou kangaetemo omaera ga warui ,"Comedy, School, Shounen, Slice of Life",TV,12.0,7.29,257925.0
2354,2354,3692,yes precure 5 gogo ,"Action, Fantasy, Magic, School, Shoujo",TV,48.0,7.29,3619.0
2355,2355,550,yu gi oh ,"Action, Comedy, Fantasy, Game, Shounen",TV,27.0,7.29,89243.0
2356,2356,8894,yume iro p tissi re mune kyun tropical island ,"Kids, School, Shoujo",Special,1.0,7.29,5984.0
2357,2357,19759,ansatsu kyoushitsu,"Action, Comedy, Shounen",Special,1.0,7.28,35230.0
2358,2358,1498,black blood brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV,12.0,7.28,68626.0
2359,2359,30711,code geass boukoku no akito final itoshiki monotachi e,"Action, Mecha, Military",Movie,1.0,7.28,23592.0
2360,2360,974,dead leaves,"Adventure, Comedy, Psychological, Sci-Fi",Movie,1.0,7.28,40717.0
2361,2361,24031,denki gai no honya san,"Comedy, Seinen, Slice of Life",TV,12.0,7.28,61228.0
2362,2362,2222,dr slump arale chan,"Comedy, Sci-Fi, Shounen, Slice of Life",TV,243.0,7.28,5330.0
2363,2363,14829,fate kaleid liner prisma illya,"Action, Comedy, Fantasy, Magic",TV,10.0,7.28,100392.0
2364,2364,19159,genshiken nidaime ova,"Comedy, Parody, Slice of Life",OVA,1.0,7.28,8892.0
2365,2365,1140,giniro no kami no agito,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1.0,7.28,45084.0
2366,2366,6463,hoshi wo katta hi,"Kids, Sci-Fi",Movie,1.0,7.28,2814.0
2367,2367,20457,inari konkon koi iroha ,"Comedy, Romance, School, Seinen, Supernatural",TV,10.0,7.28,65402.0
2368,2368,34178,inazuma eleven outer code,Sports,ONA,2.0,7.28,1072.0
2369,2369,2542,lady georgie,"Drama, Historical, Romance, Shoujo",TV,45.0,7.28,4157.0
2370,2370,189,love hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24.0,7.28,156627.0
2371,2371,1414,lupin iii tenshi no tactics yume no kakera wa koroshi no kaori,"Action, Adventure, Comedy, Shounen",Special,1.0,7.28,3183.0
2372,2372,24455,madan no ou to vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13.0,7.28,114612.0
2373,2373,2834,miracle girls,"Drama, Magic, Shoujo",TV,51.0,7.28,2033.0
2374,2374,4134,naruto shippuuden shippuu quot konoha gakuen quot den,Comedy,Special,1.0,7.28,34056.0
2375,2375,3111,nasu suitcase no wataridori,"Drama, Seinen, Sports",OVA,1.0,7.28,1843.0
2376,2376,14293,nerawareta gakuen,"Romance, School, Sci-Fi",Movie,1.0,7.28,44787.0
2377,2377,613,onmyou taisenki,"Adventure, Fantasy, Shounen, Supernatural",TV,52.0,7.28,3945.0
2378,2378,12673,papa no iukoto wo kikinasai pokkapoka,"Comedy, Romance, Slice of Life",Special,1.0,7.28,22414.0
2379,2379,8133,precure all stars movie dx2 kibou no hikari rainbow jewel wo mamore ,"Action, Fantasy, Magic, Shoujo",Movie,1.0,7.28,3046.0
2380,2380,28215,saint seiya soul of gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13.0,7.28,11992.0
2381,2381,23987,sarusuberi miss hokusai,"Drama, Historical, Supernatural",Movie,1.0,7.28,7034.0
2382,2382,1108,senkaiden houshin engi,"Adventure, Fantasy, Historical, Magic, Shounen, Supernatural",TV,26.0,7.28,10449.0
2383,2383,1080,sentou yousei yukikaze,"Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5.0,7.28,9957.0
2384,2384,1531,shakugan no shana sp koi to onsen no kougai gakushuu ,"Comedy, Ecchi, Fantasy, Romance, Slice of Life",OVA,1.0,7.28,26234.0
2385,2385,4382,suzumiya haruhi no yuuutsu 2009 ,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14.0,7.28,243448.0
2386,2386,2747,tetsuwan atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193.0,7.28,5332.0
2387,2387,12695,tight rope,"Romance, Shounen Ai",OVA,2.0,7.28,18866.0
2388,2388,5397,usavich iii,Comedy,TV,13.0,7.28,3038.0
2389,2389,6951,yu gi oh chou yuugou toki wo koeta kizuna,"Adventure, Game, Shounen",Special,1.0,7.28,18651.0
2390,2390,5196,aria the origination picture drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7.0,7.27,7014.0
2391,2391,369,boogiepop wa warawanai boogiepop phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12.0,7.27,47280.0
2392,2392,2036,cosmic baton girl comet san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43.0,7.27,1763.0
2393,2393,1352,cyber city oedo 808,"Action, Adventure, Police, Sci-Fi",OVA,3.0,7.27,8970.0
2394,2394,34349,diamond no ace second season ova,"Comedy, School, Shounen, Sports",OVA,2.0,7.25,1885.0
2395,2395,2657,doraemon movie 08 nobita to ryuu no kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1.0,7.27,1342.0
2396,2396,31201,doraemon movie 36 shin nobita no nippon tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1.0,7.27,408.0
2397,2397,10842,fullmetal alchemist the sacred star of milos specials,"Comedy, Fantasy, Magic",ONA,4.0,7.27,11981.0
2398,2398,1845,gaiking legend of daiku maryu,"Action, Mecha, Sci-Fi",TV,39.0,7.27,2640.0
2399,2399,384,gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13.0,7.27,165335.0
2400,2400,2400,ghost sweeper gs mikami,"Comedy, Supernatural",TV,45.0,7.27,5118.0
2401,2401,2416,grander musashi rv,"Adventure, Sports",TV,39.0,7.27,987.0
2402,2402,650,gunsmith cats,"Action, Comedy, Police, Seinen",OVA,3.0,7.27,15176.0
2403,2403,18713,haiyore nyaruko san yasashii teki no shitome kata,"Comedy, Parody, Sci-Fi",OVA,1.0,7.27,14622.0
2404,2404,990,kamisama kazoku,"Comedy, Drama, Fantasy, Romance",TV,13.0,7.27,32828.0
2405,2405,144,kanon,"Drama, Romance, Slice of Life, Supernatural",TV,13.0,7.27,41960.0
2406,2406,1145,kaze no youjinbou,"Action, Drama, Mystery, Shounen",TV,25.0,7.27,5646.0
2407,2407,1086,kenran butou sai the mars daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26.0,7.27,13265.0
2408,2408,3670,kikou souseiki mospeada,"Action, Mecha, Military",TV,25.0,7.27,4420.0
2409,2409,10152,kimi ni todoke 2nd season kataomoi,"Romance, Shoujo",Special,1.0,7.27,35243.0
2410,2410,4198,koutetsu jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",TV,46.0,7.27,1093.0
2411,2411,17819,kyoto animation suiei hen,Sports,Special,1.0,7.27,8347.0
2412,2412,279,kyougoku natsuhiko kousetsu hyaku monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13.0,7.27,20859.0
2413,2413,5019,lupin iii sweet lost night mahou no lamp wa akumu no yokan,"Adventure, Comedy, Shounen",Special,1.0,7.27,2338.0
2414,2414,1968,mobile suit zeta gundam a new translation ii lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1.0,7.27,5772.0
2415,2415,1941,moonlight mile 1st season lift off,"Adventure, Drama, Sci-Fi, Space",TV,12.0,7.27,6037.0
2416,2416,10686,naruto honoo no chuunin shiken naruto vs konohamaru ,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1.0,7.27,30378.0
2417,2417,31645,persona 5 the animation the day breakers,"Action, Fantasy, Seinen, Supernatural",Special,1.0,7.27,12779.0
2418,2418,27539,pikmin short movies,"Fantasy, Kids",Movie,3.0,7.27,406.0
2419,2419,2283,red baron,"Action, Mecha, Sci-Fi, Shounen",TV,49.0,7.27,1188.0
2420,2420,1236,sf saiyuuki starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73.0,7.27,1199.0
2421,2421,5702,sora wo miageru shoujo no hitomi ni utsuru sekai,"Action, Fantasy, Magic, Romance, Super Power",TV,9.0,7.27,24799.0
2422,2422,4162,taiho shichau zo nagisa no koutsuu yuudou,"Action, Comedy, Police, Seinen",Special,1.0,7.27,2444.0
2423,2423,1144,tenchi muyou in love 2 haruka naru omoi,"Drama, Romance, Sci-Fi, Shounen",Movie,1.0,7.27,10233.0
2424,2424,4705,tengen toppa gurren lagann parallel works,Music,Music,8.0,7.27,22213.0
2425,2425,22689,terra formars bugs 2 hen,"Action, Horror, Sci-Fi, Space",OVA,2.0,7.27,21616.0
2426,2426,16866,tonari no kaibutsu kun tonari no gokudou kun,"Comedy, Historical, Romance, Shoujo",OVA,1.0,7.27,46837.0
2427,2427,17699,toriko movie bishokushin no special menu,"Action, Adventure, Fantasy, Shounen",Movie,1.0,7.27,3077.0
2428,2428,6567,urusei yatsura the shougaibutsu suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",Special,1.0,7.27,1848.0
2429,2429,3738,usavich ii,"Adventure, Comedy",TV,13.0,7.27,3382.0
2430,2430,30845,aikatsu music award minna de shou wo moracchaimashow ,"Music, Shoujo",Movie,1.0,7.26,1028.0
2431,2431,2225,alps no shoujo heidi,"Drama, Historical, Slice of Life",TV,52.0,7.26,12014.0
2432,2432,10647,ao no exorcist ura ex,"Action, Fantasy, Shounen, Supernatural",Special,10.0,7.26,43615.0
2433,2433,2825,arabian nights sindbad no bouken tv ,"Adventure, Fantasy, Magic, Romance",TV,52.0,7.26,2631.0
2434,2434,31298,baka to test to shoukanjuu matsuri sentakushi ikou nomi,"Comedy, School",Special,6.0,7.27,3817.0
2435,2435,9645,be bop highschool,"Comedy, School, Seinen",OVA,7.0,7.26,1180.0
2436,2436,31417,binan koukou chikyuu bouei bu love love ,"Comedy, Magic, School, Slice of Life",TV,12.0,7.26,13346.0
2437,2437,8359,crayon shin chan movie 04 henderland no daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1.0,7.26,1479.0
2438,2438,4586,daisuki bubu chacha,Kids,TV,26.0,7.26,800.0
2439,2439,2659,doraemon movie 14 nobita to buriki no labyrinth,Fantasy,Movie,1.0,7.26,1181.0
2440,2440,4798,druaga no tou the aegis of uruk jil no bouken,"Adventure, Fantasy",Special,1.0,7.26,10516.0
2441,2441,6361,ef a tale of memories prologue,"Drama, Music",Special,1.0,7.26,21002.0
2442,2442,13183,fate zero remix,"Action, Fantasy, Supernatural",Special,2.0,7.26,10824.0
2443,2443,380,fushigi yuugi ova,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3.0,7.26,14863.0
2444,2444,27567,fushigi yuugi special nakago shikkari shinasai ,Comedy,Special,2.0,7.25,943.0
2445,2445,243,gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13.0,7.26,67916.0
2446,2446,1016,gunnm,"Drama, Mecha, Sci-Fi, Shounen",OVA,2.0,7.26,22648.0
2447,2447,3299,h2o footprints in the sand,"Harem, Romance, School",TV,12.0,7.26,64975.0
2448,2448,9958,hayate no gotoku heaven is a place on earth,"Comedy, Harem, Parody",Movie,1.0,7.26,22973.0
2449,2449,23153,hayate no gotoku ova,"Comedy, Harem, Parody, Romance, Shounen",OVA,3.0,7.26,6001.0
2450,2450,3946,jarinko chie,"Comedy, Drama, Slice of Life",Movie,1.0,7.26,1406.0
2451,2451,2602,kenkou zenrakei suieibu umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,13.0,7.26,25814.0
2452,2452,5717,kiniro no corda secondo passo,"Harem, Music, School, Shoujo",Special,2.0,7.26,24379.0
2453,2453,31610,kyoukai no rinne tv 2nd season,"Comedy, Romance, School, Shounen, Supernatural",TV,25.0,7.26,15519.0
2454,2454,631,mahoromatic summer special,"Comedy, Ecchi, Romance, Sci-Fi",Special,1.0,7.26,7945.0
2455,2455,629,mahoutsukai tai ova,"Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,6.0,7.26,4460.0
2456,2456,14817,mouretsu pirates abyss of hyperspace,"Sci-Fi, Space",Movie,1.0,7.26,7787.0
2457,2457,12979,naruto sd rock lee no seishun full power ninden,"Action, Comedy, Parody",TV,51.0,7.26,29989.0
2458,2458,19511,naruto shippuuden sunny side battle,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1.0,7.26,13014.0
2459,2459,4191,popolocrois monogatari,"Adventure, Fantasy",TV,25.0,7.26,1260.0
2460,2460,15649,puchimas petit idolm ster,"Comedy, Slice of Life",ONA,64.0,7.26,9208.0
2461,2461,2110,rockman exe beast,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25.0,7.26,4006.0
2462,2462,3624,seimei no kagaku micro patrol,Adventure,TV,26.0,7.26,801.0
2463,2463,22859,takanashi rikka kai chuunibyou demo koi ga shitai movie lite,Comedy,Special,1.0,7.26,13238.0
2464,2464,33004,tanaka kun wa kyou mo kedaruge,"Comedy, School",Special,35.0,7.26,10434.0
2465,2465,3044,tetsuwan atom 1980 ,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52.0,7.26,5743.0
2466,2466,2816,toushou daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44.0,7.26,3100.0
2467,2467,732,vampire hunter d,"Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1.0,7.26,42377.0
2468,2468,394,ai yori aoshi enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12.0,7.25,37944.0
2469,2469,14027,boku wa tomodachi ga sukunai relay shousetsu wa ketsumatsu ga hanpanai,"Comedy, Romance, School, Seinen",OVA,1.0,7.25,59965.0
2470,2470,9539,cardfight vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65.0,7.25,24821.0
2471,2471,5163,code geass hangyaku no lelouch r2 picture drama,"Comedy, Ecchi, Slice of Life",Special,9.0,7.25,22926.0
2472,2472,1132,digimon frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",TV,50.0,7.25,74929.0
2473,2473,2662,doraemon movie 02 nobita no uchuu kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1.0,7.25,1075.0
2474,2474,2664,doraemon movie 19 nobita no nankai daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1.0,7.25,1327.0
2475,2475,5760,dororo to hyakkimaru,"Action, Adventure, Supernatural",TV,26.0,7.25,1238.0
2476,2476,4246,eureka seven pocket ga niji de ippai,"Adventure, Mecha, Romance, Sci-Fi",Movie,1.0,7.25,32514.0
2477,2477,1534,futari wa precure splash star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49.0,7.25,5384.0
2478,2478,12419,guilty crown kiseki reassortment,"Action, Sci-Fi, Super Power",Special,1.0,7.25,21388.0
2479,2479,13161,hagure yuusha no aesthetica,"Action, Ecchi, Fantasy, Super Power",TV,12.0,7.25,156044.0
2480,2480,11785,haiyore nyaruko san,"Comedy, Parody, Sci-Fi",TV,12.0,7.25,154595.0
2481,2481,2264,jungle taitei movie 1997 ,"Adventure, Fantasy",Movie,1.0,7.25,1771.0
2482,2482,28869,kaitou joker 2nd season,"Adventure, Comedy, Mystery, Shounen",TV,13.0,7.25,2655.0
2483,2483,16033,karneval,"Fantasy, Sci-Fi, Shoujo",OVA,1.0,7.25,11320.0
2484,2484,2048,kikou ryohei mellowlink,"Action, Mecha, Military, Sci-Fi",OVA,12.0,7.25,3303.0
2485,2485,15359,kyousou giga 2012 ,"Action, Fantasy, Supernatural",ONA,5.0,7.25,17584.0
2486,2486,206,lodoss tou senki eiyuu kishi den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,27.0,7.25,16288.0
2487,2487,1417,lupin iii moeyo zantetsuken ,"Action, Adventure, Comedy, Shounen",Special,1.0,7.25,3456.0
2488,2488,30014,momokuri,"Comedy, Romance, Slice of Life",ONA,26.0,7.25,26147.0
2489,2489,13409,moyashimon returns,"Comedy, School, Supernatural",TV,11.0,7.25,16251.0
2490,2490,3305,muteki koujin daitarn 3,"Mecha, Sci-Fi",TV,40.0,7.25,1270.0
2491,2491,1732,negima natsu special ,"Comedy, Ecchi, Fantasy, Romance",OVA,1.0,7.25,12554.0
2492,2492,459,one piece movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1.0,7.25,46455.0
2493,2493,5440,ougon yuusha goldran,"Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,48.0,7.25,910.0
2494,2494,1493,project arms the 2nd chapter,"Action, Fantasy, Martial Arts, School, Super Power",TV,26.0,7.25,3368.0
2495,2495,1538,pumpkin scissors,"Action, Comedy, Drama, Military",TV,24.0,7.25,23931.0
2496,2496,23043,re boot,"Drama, Music, School, Slice of Life",Music,1.0,7.25,1544.0
2497,2497,2543,robin hood no daibouken,"Adventure, Historical, Romance",TV,52.0,7.25,3921.0
2498,2498,2109,rockman exe stream,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51.0,7.25,4161.0
2499,2499,3868,rose of versailles movie,"Drama, Historical, Romance, Shoujo",Movie,1.0,7.25,1824.0
2500,2500,22359,sanzoku no musume ronja,Adventure,TV,26.0,7.25,15236.0
2501,2501,12823,shakugan no shana iii final specials,"Comedy, Parody",Special,2.0,7.25,13494.0
2502,2502,3221,shakugan no shana movie special,"Adventure, Comedy, Fantasy, Parody",Special,1.0,7.25,19488.0
2503,2503,1823,shin hakkenden,"Action, Adventure, Martial Arts, Sci-Fi",TV,26.0,7.25,2692.0
2504,2504,19211,suisei no gargantia specials,"Action, Mecha, Sci-Fi",Special,2.0,7.24,25383.0
2505,2505,8909,tales of symphonia the animation tethe 039 alla hen specials,Comedy,Special,4.0,7.25,5067.0
2506,2506,1133,tenchi muyou gxp,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26.0,7.25,17943.0
2507,2507,6548,tengen toppa gurren lagann kirameki yoko box pieces of sweet stars,"Ecchi, Music",Music,1.0,7.25,18991.0
2508,2508,53,ai yori aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,24.0,7.24,66597.0
2509,2509,7059,black rock shooter ova ,"Action, Drama, School, Slice of Life",OVA,1.0,7.24,130665.0
2510,2510,3460,bosco daibouken,"Adventure, Fantasy, Kids",TV,26.0,7.24,699.0
2511,2511,31145,code geass boukoku no akito 3 kagayaku mono ten yori otsu picture drama,"Comedy, Military",Special,1.0,7.24,3310.0
2512,2512,1778,dae jang geum jang geum 039 s dream,"Adventure, Comedy, Historical",TV,26.0,7.24,1315.0
2513,2513,12879,dantalian no shoka ibarahime,"Action, Historical, Mystery",OVA,1.0,7.24,14079.0
2514,2514,898,dragon ball z movie 05 tobikkiri no saikyou tai saikyou,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,7.24,59207.0
2515,2515,6151,final fantasy vii on the way to a smile episode denzel,"Action, Fantasy, Super Power",OVA,1.0,7.24,18795.0
2516,2516,1179,gakuen senki muryou,"Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",TV,26.0,7.24,3108.0
2517,2517,3219,gakuen utopia manabi straight special,"Comedy, School, Sci-Fi, Slice of Life",Special,1.0,7.24,4800.0
2518,2518,6610,ibara no ou,"Action, Mystery, Sci-Fi, Thriller",Movie,1.0,7.24,38670.0
2519,2519,3270,igpx immortal grand prix 2005 ,"Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13.0,7.24,11386.0
2520,2520,3421,kodomo no omocha,"Comedy, Drama, School, Shoujo",OVA,1.0,7.24,3118.0
2521,2521,911,konjiki no gash bell mecha vulkan no raishuu,"Adventure, Shounen, Supernatural",Movie,1.0,7.24,3630.0
2522,2522,25143,kono danshi sekika ni nayandemasu ,"Drama, School, Shounen Ai",OVA,1.0,7.24,8873.0
2523,2523,690,kyuuketsuhime miyu tv ,"Action, Demons, Drama, Horror, Vampire",TV,26.0,7.24,21550.0
2524,2524,1164,mahou senshi louie,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,24.0,7.24,12687.0
2525,2525,872,mahou shoujo tai arusu,"Adventure, Comedy, Fantasy, Magic",TV,40.0,7.24,16571.0
2526,2526,17717,mobile suit gundam the 08th ms team a battle with the third dimension,"Action, Mecha, Military",Special,1.0,7.24,3547.0
2527,2527,5343,monkey punch manga katsudou daishashin,"Action, Adventure, Comedy, Ecchi, Parody, Seinen",TV,12.0,7.24,746.0
2528,2528,8917,mouretsu pirates,"Sci-Fi, Space",TV,26.0,7.24,48245.0
2529,2529,30771,mudai,"Drama, Music, Romance, Slice of Life",Music,1.0,7.24,1242.0
2530,2530,34034,pokemon sun amp moon,"Action, Game, Kids, School",TV,2.0,7.23,11030.0
2531,2531,11841,qin shiming yue zhi ye jin tianming,"Action, Fantasy, Historical, Martial Arts",TV,18.0,7.24,366.0
2532,2532,3363,rd sennou chousashitsu,"Action, Sci-Fi",TV,26.0,7.24,16331.0
2533,2533,4214,rosario to vampire capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,13.0,7.24,203958.0
2534,2534,678,shadow skill eigi,"Adventure, Drama, Fantasy, Magic, Martial Arts, Shounen, Super Power",TV,26.0,7.24,7977.0
2535,2535,19117,toaru hikuushi e no koiuta,"Adventure, Drama, Romance",TV,13.0,7.24,53375.0
2536,2536,2429,unico mahou no shima e,"Adventure, Fantasy, Kids",Movie,1.0,7.24,1200.0
2537,2537,2716,urayasu tekkin kazoku,"Comedy, Shounen",TV,33.0,7.24,923.0
2538,2538,13171,wasurenagumo,"Comedy, Supernatural",Movie,1.0,7.24,18000.0
2539,2539,1891,yat anshin uchuu ryokou,"Adventure, Comedy, Sci-Fi, Shounen",TV,50.0,7.24,887.0
2540,2540,1246,yuugo koushounin,"Action, Drama, Military, Mystery, Psychological, Seinen",TV,13.0,7.24,6108.0
2541,2541,8475,asura,"Drama, Historical",Movie,1.0,7.23,16702.0
2542,2542,24973,bokura wa minna kawaisou specials,Comedy,Special,14.0,7.23,7292.0
2543,2543,32313,concrete revolutio choujin gensou the last song,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,11.0,7.23,16116.0
2544,2544,8363,crayon shin chan movie 11 arashi wo yobu eikou no yakiniku road,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1.0,7.23,1125.0
2545,2545,4690,cyborg 009 1979 ,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,50.0,7.23,3625.0
2546,2546,2962,digimon adventure 02 movies,"Adventure, Fantasy, Kids, Sci-Fi",Movie,2.0,7.23,26543.0
2547,2547,4200,dirty pair ova,"Adventure, Comedy, Police, Sci-Fi",OVA,10.0,7.23,2783.0
2548,2548,2674,doraemon movie 16 nobita no sousei nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1.0,7.23,864.0
2549,2549,5670,ga geijutsuka art design class,"Comedy, School, Seinen, Slice of Life",TV,12.0,7.23,12825.0
2550,2550,18411,gingitsune,"Seinen, Slice of Life, Supernatural",TV,12.0,7.23,33429.0
2551,2551,3760,grimm douwa kin no tori,"Adventure, Fantasy",Movie,1.0,7.23,405.0
2552,2552,13561,guilty crown 4 koma gekijou,Comedy,Special,11.0,7.23,13053.0
2553,2553,3121,kodomo no jikan ova,"Comedy, Ecchi, School",OVA,3.0,7.23,20376.0
2554,2554,1397,macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49.0,7.23,15420.0
2555,2555,2459,maison ikkoku ikkokujima nanpa shimatsuki,"Comedy, Drama, Romance",OVA,1.0,7.23,2341.0
2556,2556,1215,mobile suit gundam seed c e 73 stargazer,"Mecha, Military, Sci-Fi, Space",ONA,3.0,7.23,15203.0
2557,2557,15719,oda nobuna no yabou soushuuhen,"Comedy, Historical, Romance",Special,1.0,7.23,5965.0
2558,2558,1565,pokemon diamond amp pearl,"Action, Adventure, Comedy, Fantasy, Kids",TV,191.0,7.23,48203.0
2559,2559,31564,sansha sanyou,"Comedy, School, Slice of Life",TV,12.0,7.23,28423.0
2560,2560,9055,tamayura,"Comedy, Drama, Slice of Life",OVA,4.0,7.23,23883.0
2561,2561,22583,uchuu kyoudai number zero,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",Movie,1.0,7.22,2657.0
2562,2562,842,ushio to tora,"Action, Comedy, Horror",OVA,10.0,7.23,6086.0
2563,2563,21189,wake up girls shichinin no idol,"Drama, Music",Movie,1.0,7.23,14420.0
2564,2564,553,yami no matsuei,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",TV,13.0,7.23,34177.0
2565,2565,482,yu gi oh duel monsters gx,"Action, Comedy, Fantasy, Game, Shounen",TV,180.0,7.23,74331.0
2566,2566,11339,a channel smile,"Comedy, School, Seinen, Slice of Life",OVA,2.0,7.22,13671.0
2567,2567,16201,aku no hana,"Drama, Psychological, Romance, School",TV,13.0,7.22,86669.0
2568,2568,3079,aoki ryuusei spt layzner,"Mecha, Military, Sci-Fi, Shounen, Space",TV,38.0,7.22,2378.0
2569,2569,22677,appleseed alpha,"Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,1.0,7.22,8048.0
2570,2570,23361,bakuman 3rd season specials,Comedy,Special,2.0,7.22,6765.0
2571,2571,1576,bakumatsu kikansetsu irohanihoheto,"Action, Drama, Historical, Samurai",ONA,26.0,7.22,28097.0
2572,2572,2937,bishoujo senshi sailor moon r make up sailor senshi,Shoujo,Special,1.0,7.22,10441.0
2573,2573,4286,bonobono tv ,Comedy,TV,48.0,7.22,418.0
2574,2574,6280,cat shit one,"Action, Fantasy, Military",ONA,1.0,7.22,19762.0
2575,2575,2199,chirin no suzu,"Adventure, Drama, Fantasy",Movie,1.0,7.22,3344.0
2576,2576,21797,chuunibyou demo koi ga shitai ren lite,"Comedy, School",ONA,6.0,7.22,31544.0
2577,2577,8364,crayon shin chan movie 12 arashi wo yobu yuuhi no kasukabe boys,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1.0,7.22,1122.0
